text,punct,symb,tokenized,nonstop,stemmed,polarity,subjectivity,sentiment,neg,neu,pos,compound
"magic 🎩 #shorts https://t.co/3drewxd0ki

#ukrainewar #ww3 #russiaukrainewar

https://t.co/5qgqvihkfh","magic 🎩 shorts httpstco3drewxdki

ukrainewar ww3 russiaukrainewar

httpstco5qgqvihkfh","magic 🎩 #shorts https://t.co/3drewxd0ki

#ukrainewar #ww3 #russiaukrainewar

https://t.co/5qgqvihkfh","['magic', 'shorts', 'httpstco3drewxdki', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstco5qgqvihkfh']","['magic', 'shorts', 'httpstco3drewxdki', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstco5qgqvihkfh']","['magic', 'short', 'httpstco3drewxdki', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstco5qgqvihkfh']",0.5,1.0,,,,,
"this seems fun. 😂😂 #shorts https://t.co/jpmavkrwd4

#ukrainewar #ww3 #russiaukrainewar

https://t.co/ub3p1nbjme","this seems fun 😂😂 shorts httpstcojpmavkrwd4

ukrainewar ww3 russiaukrainewar

httpstcoub3p1nbjme","this seems fun. 😂😂 #shorts https://t.co/jpmavkrwd4

#ukrainewar #ww3 #russiaukrainewar

https://t.co/ub3p1nbjme","['this', 'seems', 'fun', 'shorts', 'httpstcojpmavkrwd4', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstcoub3p1nbjme']","['seems', 'fun', 'shorts', 'httpstcojpmavkrwd4', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstcoub3p1nbjme']","['seem', 'fun', 'short', 'httpstcojpmavkrwd4', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstcoub3p1nbjm']",0.3,0.2,,,,,
"link- https://t.co/tufvibvhzf

my #new #beautiful #women #tshirt

#tshirts #tshirtstore #design #fitness #shirt… https://t.co/ph62lw2agp","link httpstcotufvibvhzf

my new beautiful women tshirt

tshirts tshirtstore design fitness shirt… httpstcoph62lw2agp","link  https://t.co/tufvibvhzf

my #new #beautiful #women #tshirt

#tshirts #tshirtstore #design #fitness #shirt… https://t.co/ph62lw2agp","['link', 'httpstcotufvibvhzf', 'my', 'new', 'beautiful', 'women', 'tshirt', 'tshirts', 'tshirtstore', 'design', 'fitness', 'shirt', 'httpstcoph62lw2agp']","['link', 'httpstcotufvibvhzf', 'new', 'beautiful', 'women', 'tshirt', 'tshirts', 'tshirtstore', 'design', 'fitness', 'shirt', 'httpstcoph62lw2agp']","['link', 'httpstcotufvibvhzf', 'new', 'beauti', 'women', 'tshirt', 'tshirt', 'tshirtstor', 'design', 'fit', 'shirt', 'httpstcoph62lw2agp']",0.49318181818181817,0.7272727272727273,,,,,
"your dog vs my dog. 😂 #short https://t.co/kkignwpdkq

#ukrainewar #ww3 #russiaukrainewar

https://t.co/kcoderdzka","your dog vs my dog 😂 short httpstcokkignwpdkq

ukrainewar ww3 russiaukrainewar

httpstcokcoderdzka","your dog vs my dog. 😂 #short https://t.co/kkignwpdkq

#ukrainewar #ww3 #russiaukrainewar

https://t.co/kcoderdzka","['your', 'dog', 'vs', 'my', 'dog', 'short', 'httpstcokkignwpdkq', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstcokcoderdzka']","['dog', 'vs', 'dog', 'short', 'httpstcokkignwpdkq', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstcokcoderdzka']","['dog', 'vs', 'dog', 'short', 'httpstcokkignwpdkq', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstcokcoderdzka']",0.0,0.3,,,,,
big deal if true. #russiaukrainewar https://t.co/pevswaraiw,big deal if true russiaukrainewar httpstcopevswaraiw,big deal if true. #russiaukrainewar https://t.co/pevswaraiw,"['big', 'deal', 'if', 'true', 'russiaukrainewar', 'httpstcopevswaraiw']","['big', 'deal', 'true', 'russiaukrainewar', 'httpstcopevswaraiw']","['big', 'deal', 'true', 'russiaukrainewar', 'httpstcopevswaraiw']",0.175,0.375,,,,,
"""any agreement with russia isn't worth a broken penny,"" ukrainian presidential adviser mykhailo podolyak said.

""is… https://t.co/l8ytjfygw6","any agreement with russia isnt worth a broken penny ukrainian presidential adviser mykhailo podolyak said

is… httpstcol8ytjfygw6","""any agreement with russia isn't worth a broken penny "" ukrainian presidential adviser mykhailo podolyak said.

""is… https://t.co/l8ytjfygw6","['any', 'agreement', 'with', 'russia', 'isnt', 'worth', 'a', 'broken', 'penny', 'ukrainian', 'presidential', 'adviser', 'mykhailo', 'podolyak', 'said', 'is', 'httpstcol8ytjfygw6']","['agreement', 'russia', 'isnt', 'worth', 'broken', 'penny', 'ukrainian', 'presidential', 'adviser', 'mykhailo', 'podolyak', 'said', 'httpstcol8ytjfygw6']","['agreement', 'russia', 'isnt', 'worth', 'broken', 'penni', 'ukrainian', 'presidenti', 'advis', 'mykhailo', 'podolyak', 'said', 'httpstcol8ytjfygw6']",-0.05000000000000002,0.25,,,,,
 ⚡️that's it! severodonetsk is under our complete control. the fascists are defeated. all their positions have been des…, ⚡️thats it severodonetsk is under our complete control the fascists are defeated all their positions have been des…, ⚡️that's it  severodonetsk is under our complete control. the fascists are defeated. all their positions have been des…,"['', 'thats', 'it', 'severodonetsk', 'is', 'under', 'our', 'complete', 'control', 'the', 'fascists', 'are', 'defeated', 'all', 'their', 'positions', 'have', 'been', 'des', '']","['', 'thats', 'severodonetsk', 'complete', 'control', 'fascists', 'defeated', 'positions', 'des', '']","['', 'that', 'severodonetsk', 'complet', 'control', 'fascist', 'defeat', 'posit', 'de', '']",0.1,0.4,,,,,
"the mysterious verified spam comments explained https://t.co/fuex0sqg5p

#ukrainewar #ww3 #russiaukrainewar

https://t.co/caep2bf0dp","the mysterious verified spam comments explained httpstcofuexsqg5p

ukrainewar ww3 russiaukrainewar

httpstcocaep2bfdp","the mysterious verified spam comments explained https://t.co/fuex0sqg5p

#ukrainewar #ww3 #russiaukrainewar

https://t.co/caep2bf0dp","['the', 'mysterious', 'verified', 'spam', 'comments', 'explained', 'httpstcofuexsqg5p', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstcocaep2bfdp']","['mysterious', 'verified', 'spam', 'comments', 'explained', 'httpstcofuexsqg5p', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstcocaep2bfdp']","['mysteri', 'verifi', 'spam', 'comment', 'explain', 'httpstcofuexsqg5p', 'ukrainewar', 'ww3', 'russiaukrainewar', 'httpstcocaep2bfdp']",0.0,1.0,,,,,
" 🇷🇺 russian naval movements 🇷🇺
🕐271501z may - 281500z may 22 🕐
overview
- #rfnpetrmorgunov and #ropuchalst returned to sea…"," 🇷🇺 russian naval movements 🇷🇺
🕐27151z may  2815z may 22 🕐
overview
 rfnpetrmorgunov and ropuchalst returned to sea…"," 🇷🇺 russian naval movements 🇷🇺
🕐271501z may   281500z may 22 🕐
overview
  #rfnpetrmorgunov and #ropuchalst returned to sea…","['', 'russian', 'naval', 'movements', '27151z', 'may', '2815z', 'may', '22', 'overview', 'rfnpetrmorgunov', 'and', 'ropuchalst', 'returned', 'to', 'sea', '']","['', 'russian', 'naval', 'movements', '27151z', 'may', '2815z', 'may', '22', 'overview', 'rfnpetrmorgunov', 'ropuchalst', 'returned', 'sea', '']","['', 'russian', 'naval', 'movement', '27151z', 'may', '2815z', 'may', '22', 'overview', 'rfnpetrmorgunov', 'ropuchalst', 'return', 'sea', '']",0.0,0.0,,,,,
" russia launches hypersonic missile capable of hitting a target 600 miles away
#hypersonic #icbm #ukraine #russia #sieviero…"," russia launches hypersonic missile capable of hitting a target 6 miles away
hypersonic icbm ukraine russia sieviero…"," russia launches hypersonic missile capable of hitting a target 600 miles away
#hypersonic #icbm #ukraine #russia #sieviero…","['', 'russia', 'launches', 'hypersonic', 'missile', 'capable', 'of', 'hitting', 'a', 'target', '6', 'miles', 'away', 'hypersonic', 'icbm', 'ukraine', 'russia', 'sieviero', '']","['', 'russia', 'launches', 'hypersonic', 'missile', 'capable', 'hitting', 'target', '6', 'miles', 'away', 'hypersonic', 'icbm', 'ukraine', 'russia', 'sieviero', '']","['', 'russia', 'launch', 'hyperson', 'missil', 'capabl', 'hit', 'target', '6', 'mile', 'away', 'hyperson', 'icbm', 'ukrain', 'russia', 'sieviero', '']",0.2,0.4,,,,,
" #zelensky: behind all these geopolitical speculations of those who advise ukraine to give away something to russia, ""gr…", zelensky behind all these geopolitical speculations of those who advise ukraine to give away something to russia gr…," #zelensky: behind all these geopolitical speculations of those who advise ukraine to give away something to russia  ""gr…","['', 'zelensky', 'behind', 'all', 'these', 'geopolitical', 'speculations', 'of', 'those', 'who', 'advise', 'ukraine', 'to', 'give', 'away', 'something', 'to', 'russia', 'gr', '']","['', 'zelensky', 'behind', 'geopolitical', 'speculations', 'advise', 'ukraine', 'give', 'away', 'something', 'russia', 'gr', '']","['', 'zelenski', 'behind', 'geopolit', 'specul', 'advis', 'ukrain', 'give', 'away', 'someth', 'russia', 'gr', '']",-0.4,0.7,,,,,
" what do politicians have to do to get back in touch with citizens who feel disappointed in #democracy?

@cipe_eea director…"," what do politicians have to do to get back in touch with citizens who feel disappointed in democracy

cipeeea director…"," what do politicians have to do to get back in touch with citizens who feel disappointed in #democracy?

 cipe_eea director…","['', 'what', 'do', 'politicians', 'have', 'to', 'do', 'to', 'get', 'back', 'in', 'touch', 'with', 'citizens', 'who', 'feel', 'disappointed', 'in', 'democracy', 'cipeeea', 'director', '']","['', 'politicians', 'get', 'back', 'touch', 'citizens', 'feel', 'disappointed', 'democracy', 'cipeeea', 'director', '']","['', 'politician', 'get', 'back', 'touch', 'citizen', 'feel', 'disappoint', 'democraci', 'cipeeea', 'director', '']",-0.375,0.375,,,,,
"russia launches hypersonic missile capable of hitting a target 600 miles away
#hypersonic #icbm #ukraine #russia… https://t.co/0uvbz6v7fk","russia launches hypersonic missile capable of hitting a target 6 miles away
hypersonic icbm ukraine russia… httpstcouvbz6v7fk","russia launches hypersonic missile capable of hitting a target 600 miles away
#hypersonic #icbm #ukraine #russia… https://t.co/0uvbz6v7fk","['russia', 'launches', 'hypersonic', 'missile', 'capable', 'of', 'hitting', 'a', 'target', '6', 'miles', 'away', 'hypersonic', 'icbm', 'ukraine', 'russia', 'httpstcouvbz6v7fk']","['russia', 'launches', 'hypersonic', 'missile', 'capable', 'hitting', 'target', '6', 'miles', 'away', 'hypersonic', 'icbm', 'ukraine', 'russia', 'httpstcouvbz6v7fk']","['russia', 'launch', 'hyperson', 'missil', 'capabl', 'hit', 'target', '6', 'mile', 'away', 'hyperson', 'icbm', 'ukrain', 'russia', 'httpstcouvbz6v7fk']",0.2,0.4,,,,,
"#davos2022 | as the world reels under the impact of #russiaukrainewar, what is the way forward? @shereenbhan talks… https://t.co/33qccxbeuz",davos222  as the world reels under the impact of russiaukrainewar what is the way forward shereenbhan talks… httpstco33qccxbeuz,#davos2022 | as the world reels under the impact of #russiaukrainewar  what is the way forward?  shereenbhan talks… https://t.co/33qccxbeuz,"['davos222', 'as', 'the', 'world', 'reels', 'under', 'the', 'impact', 'of', 'russiaukrainewar', 'what', 'is', 'the', 'way', 'forward', 'shereenbhan', 'talks', 'httpstco33qccxbeuz']","['davos222', 'world', 'reels', 'impact', 'russiaukrainewar', 'way', 'forward', 'shereenbhan', 'talks', 'httpstco33qccxbeuz']","['davos222', 'world', 'reel', 'impact', 'russiaukrainewar', 'way', 'forward', 'shereenbhan', 'talk', 'httpstco33qccxbeuz']",0.0,0.0,,,,,
 ukrainian presidential adviser and peace talks negotiator mykhailo podolyak said on saturday that any agreement with russi…, ukrainian presidential adviser and peace talks negotiator mykhailo podolyak said on saturday that any agreement with russi…, ukrainian presidential adviser and peace talks negotiator mykhailo podolyak said on saturday that any agreement with russi…,"['', 'ukrainian', 'presidential', 'adviser', 'and', 'peace', 'talks', 'negotiator', 'mykhailo', 'podolyak', 'said', 'on', 'saturday', 'that', 'any', 'agreement', 'with', 'russi', '']","['', 'ukrainian', 'presidential', 'adviser', 'peace', 'talks', 'negotiator', 'mykhailo', 'podolyak', 'said', 'saturday', 'agreement', 'russi', '']","['', 'ukrainian', 'presidenti', 'advis', 'peac', 'talk', 'negoti', 'mykhailo', 'podolyak', 'said', 'saturday', 'agreement', 'russi', '']",0.0,0.0,,,,,
" france and germany warned by putin over arms supplies to ukraine
#ukraine #russia #sievierodonetsk #russiaukrainewar #russ…"," france and germany warned by putin over arms supplies to ukraine
ukraine russia sievierodonetsk russiaukrainewar russ…"," france and germany warned by putin over arms supplies to ukraine
#ukraine #russia #sievierodonetsk #russiaukrainewar #russ…","['', 'france', 'and', 'germany', 'warned', 'by', 'putin', 'over', 'arms', 'supplies', 'to', 'ukraine', 'ukraine', 'russia', 'sievierodonetsk', 'russiaukrainewar', 'russ', '']","['', 'france', 'germany', 'warned', 'putin', 'arms', 'supplies', 'ukraine', 'ukraine', 'russia', 'sievierodonetsk', 'russiaukrainewar', 'russ', '']","['', 'franc', 'germani', 'warn', 'putin', 'arm', 'suppli', 'ukrain', 'ukrain', 'russia', 'sievierodonetsk', 'russiaukrainewar', 'russ', '']",0.0,0.0,,,,,
" the russian navy on saturday conducted another test of a prospective hypersonic missile, a demonstration of the militar…", the russian navy on saturday conducted another test of a prospective hypersonic missile a demonstration of the militar…, the russian navy on saturday conducted another test of a prospective hypersonic missile  a demonstration of the militar…,"['', 'the', 'russian', 'navy', 'on', 'saturday', 'conducted', 'another', 'test', 'of', 'a', 'prospective', 'hypersonic', 'missile', 'a', 'demonstration', 'of', 'the', 'militar', '']","['', 'russian', 'navy', 'saturday', 'conducted', 'another', 'test', 'prospective', 'hypersonic', 'missile', 'demonstration', 'militar', '']","['', 'russian', 'navi', 'saturday', 'conduct', 'anoth', 'test', 'prospect', 'hyperson', 'missil', 'demonstr', 'militar', '']",0.0,0.0,,,,,
"#zelensky: behind all these geopolitical speculations of those who advise ukraine to give away something to russia,… https://t.co/5qwqnri1b6",zelensky behind all these geopolitical speculations of those who advise ukraine to give away something to russia… httpstco5qwqnri1b6,#zelensky: behind all these geopolitical speculations of those who advise ukraine to give away something to russia … https://t.co/5qwqnri1b6,"['zelensky', 'behind', 'all', 'these', 'geopolitical', 'speculations', 'of', 'those', 'who', 'advise', 'ukraine', 'to', 'give', 'away', 'something', 'to', 'russia', 'httpstco5qwqnri1b6']","['zelensky', 'behind', 'geopolitical', 'speculations', 'advise', 'ukraine', 'give', 'away', 'something', 'russia', 'httpstco5qwqnri1b6']","['zelenski', 'behind', 'geopolit', 'specul', 'advis', 'ukrain', 'give', 'away', 'someth', 'russia', 'httpstco5qwqnri1b6']",-0.4,0.7,,,,,
#russiaukrainewar #volodymyrzelensky zelensky reports 'barbaric strikes' as putin removes military age limit: the u… https://t.co/whm7sj6dq0,russiaukrainewar volodymyrzelensky zelensky reports barbaric strikes as putin removes military age limit the u… httpstcowhm7sj6dq,#russiaukrainewar #volodymyrzelensky zelensky reports 'barbaric strikes' as putin removes military age limit: the u… https://t.co/whm7sj6dq0,"['russiaukrainewar', 'volodymyrzelensky', 'zelensky', 'reports', 'barbaric', 'strikes', 'as', 'putin', 'removes', 'military', 'age', 'limit', 'the', 'u', 'httpstcowhm7sj6dq']","['russiaukrainewar', 'volodymyrzelensky', 'zelensky', 'reports', 'barbaric', 'strikes', 'putin', 'removes', 'military', 'age', 'limit', 'u', 'httpstcowhm7sj6dq']","['russiaukrainewar', 'volodymyrzelenski', 'zelenski', 'report', 'barbar', 'strike', 'putin', 'remov', 'militari', 'age', 'limit', 'u', 'httpstcowhm7sj6dq']",-0.1,0.1,,,,,
what is #domesticimplementation of crimes under #internationalcriminallaw? is it necessary or obligatory? this 🧵dis… https://t.co/h7sxfslgw8,what is domesticimplementation of crimes under internationalcriminallaw is it necessary or obligatory this 🧵dis… httpstcoh7sxfslgw8,what is #domesticimplementation of crimes under #internationalcriminallaw? is it necessary or obligatory? this 🧵dis… https://t.co/h7sxfslgw8,"['what', 'is', 'domesticimplementation', 'of', 'crimes', 'under', 'internationalcriminallaw', 'is', 'it', 'necessary', 'or', 'obligatory', 'this', 'dis', 'httpstcoh7sxfslgw8']","['domesticimplementation', 'crimes', 'internationalcriminallaw', 'necessary', 'obligatory', 'dis', 'httpstcoh7sxfslgw8']","['domesticimplement', 'crime', 'internationalcriminallaw', 'necessari', 'obligatori', 'di', 'httpstcoh7sxfslgw8']",0.0,1.0,,,,,
#russiaukrainewar wars end when you run out of bullets and or bodies. i think that some people say they want it to… https://t.co/svy2l8rrf8,russiaukrainewar wars end when you run out of bullets and or bodies i think that some people say they want it to… httpstcosvy2l8rrf8,#russiaukrainewar wars end when you run out of bullets and or bodies. i think that some people say they want it to… https://t.co/svy2l8rrf8,"['russiaukrainewar', 'wars', 'end', 'when', 'you', 'run', 'out', 'of', 'bullets', 'and', 'or', 'bodies', 'i', 'think', 'that', 'some', 'people', 'say', 'they', 'want', 'it', 'to', 'httpstcosvy2l8rrf8']","['russiaukrainewar', 'wars', 'end', 'run', 'bullets', 'bodies', 'think', 'people', 'say', 'want', 'httpstcosvy2l8rrf8']","['russiaukrainewar', 'war', 'end', 'run', 'bullet', 'bodi', 'think', 'peopl', 'say', 'want', 'httpstcosvy2l8rrf8']",0.0,0.0,,,,,
"visit- https://t.co/ywl9ht4moe

my #new #tshirt
#tshirts #tshirtstore #design #fitness #shirt #tshirtdesign #cats… https://t.co/cojomfxtr5","visit httpstcoywlht4moe

my new tshirt
tshirts tshirtstore design fitness shirt tshirtdesign cats… httpstcocojomfxtr5","visit  https://t.co/ywl9ht4moe

my #new #tshirt
#tshirts #tshirtstore #design #fitness #shirt #tshirtdesign #cats… https://t.co/cojomfxtr5","['visit', 'httpstcoywlht4moe', 'my', 'new', 'tshirt', 'tshirts', 'tshirtstore', 'design', 'fitness', 'shirt', 'tshirtdesign', 'cats', 'httpstcocojomfxtr5']","['visit', 'httpstcoywlht4moe', 'new', 'tshirt', 'tshirts', 'tshirtstore', 'design', 'fitness', 'shirt', 'tshirtdesign', 'cats', 'httpstcocojomfxtr5']","['visit', 'httpstcoywlht4mo', 'new', 'tshirt', 'tshirt', 'tshirtstor', 'design', 'fit', 'shirt', 'tshirtdesign', 'cat', 'httpstcocojomfxtr5']",0.13636363636363635,0.45454545454545453,,,,,
this time traveller just announced a new species will emerge after ground opens up later this year… https://t.co/sbyj2ujir4,this time traveller just announced a new species will emerge after ground opens up later this year… httpstcosbyj2ujir4,this time traveller just announced a new species will emerge after ground opens up later this year… https://t.co/sbyj2ujir4,"['this', 'time', 'traveller', 'just', 'announced', 'a', 'new', 'species', 'will', 'emerge', 'after', 'ground', 'opens', 'up', 'later', 'this', 'year', 'httpstcosbyj2ujir4']","['time', 'traveller', 'announced', 'new', 'species', 'emerge', 'ground', 'opens', 'later', 'year', 'httpstcosbyj2ujir4']","['time', 'travel', 'announc', 'new', 'speci', 'emerg', 'ground', 'open', 'later', 'year', 'httpstcosbyj2ujir4']",0.06818181818181818,0.22727272727272727,,,,,
" badass patrol of ukrainian troopers somewhere in ukraine.

#ukraine #russiaukrainewar #russiagohome #ukrainian https://…"," badass patrol of ukrainian troopers somewhere in ukraine

ukraine russiaukrainewar russiagohome ukrainian https…"," badass patrol of ukrainian troopers somewhere in ukraine.

#ukraine #russiaukrainewar #russiagohome #ukrainian https://…","['', 'badass', 'patrol', 'of', 'ukrainian', 'troopers', 'somewhere', 'in', 'ukraine', 'ukraine', 'russiaukrainewar', 'russiagohome', 'ukrainian', 'https', '']","['', 'badass', 'patrol', 'ukrainian', 'troopers', 'somewhere', 'ukraine', 'ukraine', 'russiaukrainewar', 'russiagohome', 'ukrainian', 'https', '']","['', 'badass', 'patrol', 'ukrainian', 'trooper', 'somewher', 'ukrain', 'ukrain', 'russiaukrainewar', 'russiagohom', 'ukrainian', 'http', '']",0.0,0.0,,,,,
 iran announced the detention of two greek oil tankers in the persian gulf in response to us actions. the greek foreign mi…, iran announced the detention of two greek oil tankers in the persian gulf in response to us actions the greek foreign mi…, iran announced the detention of two greek oil tankers in the persian gulf in response to us actions. the greek foreign mi…,"['', 'iran', 'announced', 'the', 'detention', 'of', 'two', 'greek', 'oil', 'tankers', 'in', 'the', 'persian', 'gulf', 'in', 'response', 'to', 'us', 'actions', 'the', 'greek', 'foreign', 'mi', '']","['', 'iran', 'announced', 'detention', 'two', 'greek', 'oil', 'tankers', 'persian', 'gulf', 'response', 'us', 'actions', 'greek', 'foreign', 'mi', '']","['', 'iran', 'announc', 'detent', 'two', 'greek', 'oil', 'tanker', 'persian', 'gulf', 'respons', 'us', 'action', 'greek', 'foreign', 'mi', '']",-0.041666666666666664,0.041666666666666664,,,,,
 karl negammer warned putin that the austrian government would disappropriate gazprom's large underground storage facility…, karl negammer warned putin that the austrian government would disappropriate gazproms large underground storage facility…, karl negammer warned putin that the austrian government would disappropriate gazprom's large underground storage facility…,"['', 'karl', 'negammer', 'warned', 'putin', 'that', 'the', 'austrian', 'government', 'would', 'disappropriate', 'gazproms', 'large', 'underground', 'storage', 'facility', '']","['', 'karl', 'negammer', 'warned', 'putin', 'austrian', 'government', 'would', 'disappropriate', 'gazproms', 'large', 'underground', 'storage', 'facility', '']","['', 'karl', 'negamm', 'warn', 'putin', 'austrian', 'govern', 'would', 'disappropri', 'gazprom', 'larg', 'underground', 'storag', 'facil', '']",0.21428571428571427,0.42857142857142855,,,,,
"france and germany warned by putin over arms supplies to ukraine
#ukraine #russia #sievierodonetsk… https://t.co/ibyp3zlmw0","france and germany warned by putin over arms supplies to ukraine
ukraine russia sievierodonetsk… httpstcoibyp3zlmw","france and germany warned by putin over arms supplies to ukraine
#ukraine #russia #sievierodonetsk… https://t.co/ibyp3zlmw0","['france', 'and', 'germany', 'warned', 'by', 'putin', 'over', 'arms', 'supplies', 'to', 'ukraine', 'ukraine', 'russia', 'sievierodonetsk', 'httpstcoibyp3zlmw']","['france', 'germany', 'warned', 'putin', 'arms', 'supplies', 'ukraine', 'ukraine', 'russia', 'sievierodonetsk', 'httpstcoibyp3zlmw']","['franc', 'germani', 'warn', 'putin', 'arm', 'suppli', 'ukrain', 'ukrain', 'russia', 'sievierodonetsk', 'httpstcoibyp3zlmw']",0.0,0.0,,,,,
" severodonetsk, luhansk region is the hottest place on the map right now.
russian occupiers are trying to take control ove…"," severodonetsk luhansk region is the hottest place on the map right now
russian occupiers are trying to take control ove…"," severodonetsk  luhansk region is the hottest place on the map right now.
russian occupiers are trying to take control ove…","['', 'severodonetsk', 'luhansk', 'region', 'is', 'the', 'hottest', 'place', 'on', 'the', 'map', 'right', 'now', 'russian', 'occupiers', 'are', 'trying', 'to', 'take', 'control', 'ove', '']","['', 'severodonetsk', 'luhansk', 'region', 'hottest', 'place', 'map', 'right', 'russian', 'occupiers', 'trying', 'take', 'control', 'ove', '']","['', 'severodonetsk', 'luhansk', 'region', 'hottest', 'place', 'map', 'right', 'russian', 'occupi', 'tri', 'take', 'control', 'ove', '']",0.14285714285714285,0.26785714285714285,,,,,
" russia presses eastern ukraine, zelensky says situation 'very difficult'

#russiaukrainewar 

https://t.co/opyipvoity"," russia presses eastern ukraine zelensky says situation very difficult

russiaukrainewar 

httpstcoopyipvoity"," russia presses eastern ukraine  zelensky says situation 'very difficult'

#russiaukrainewar 

https://t.co/opyipvoity","['', 'russia', 'presses', 'eastern', 'ukraine', 'zelensky', 'says', 'situation', 'very', 'difficult', 'russiaukrainewar', 'httpstcoopyipvoity']","['', 'russia', 'presses', 'eastern', 'ukraine', 'zelensky', 'says', 'situation', 'difficult', 'russiaukrainewar', 'httpstcoopyipvoity']","['', 'russia', 'press', 'eastern', 'ukrain', 'zelenski', 'say', 'situat', 'difficult', 'russiaukrainewar', 'httpstcoopyipvo']",-0.65,1.0,,,,,
" 🗓️ sat. 5/28/22
🕖 7pm pt | 10pm et
▶️ https://t.co/nz05tudhoa

🪖 when the bombs drop w/ james f. ponder 

#russia #rus…"," 🗓️ sat 52822
🕖 7pm pt  1pm et
▶️ httpstconz5tudhoa

🪖 when the bombs drop w james f ponder 

russia rus…"," 🗓️ sat. 5/28/22
🕖 7pm pt | 10pm et
▶️ https://t.co/nz05tudhoa

🪖 when the bombs drop w/ james f. ponder 

#russia #rus…","['', 'sat', '52822', '7pm', 'pt', '1pm', 'et', 'httpstconz5tudhoa', 'when', 'the', 'bombs', 'drop', 'w', 'james', 'f', 'ponder', 'russia', 'rus', '']","['', 'sat', '52822', '7pm', 'pt', '1pm', 'et', 'httpstconz5tudhoa', 'bombs', 'drop', 'w', 'james', 'f', 'ponder', 'russia', 'rus', '']","['', 'sat', '52822', '7pm', 'pt', '1pm', 'et', 'httpstconz5tudhoa', 'bomb', 'drop', 'w', 'jame', 'f', 'ponder', 'russia', 'ru', '']",0.0,0.0,,,,,
" the death toll in svatove town raises to 3 after an #ukrainian tochka-u bombing.
#war #russia #ukraine #russiaukrainewar #uk…"," the death toll in svatove town raises to 3 after an ukrainian tochkau bombing
war russia ukraine russiaukrainewar uk…"," the death toll in svatove town raises to 3 after an #ukrainian tochka u bombing.
#war #russia #ukraine #russiaukrainewar #uk…","['', 'the', 'death', 'toll', 'in', 'svatove', 'town', 'raises', 'to', '3', 'after', 'an', 'ukrainian', 'tochkau', 'bombing', 'war', 'russia', 'ukraine', 'russiaukrainewar', 'uk', '']","['', 'death', 'toll', 'svatove', 'town', 'raises', '3', 'ukrainian', 'tochkau', 'bombing', 'war', 'russia', 'ukraine', 'russiaukrainewar', 'uk', '']","['', 'death', 'toll', 'svatov', 'town', 'rais', '3', 'ukrainian', 'tochkau', 'bomb', 'war', 'russia', 'ukrain', 'russiaukrainewar', 'uk', '']",0.0,0.0,,,,,
" #nowplaying: 🪖 when the bombs drop w/ james f. ponder

▶️ https://t.co/323nlgec4k
#nuclearwar #nuclearweapons #russiau…"," nowplaying 🪖 when the bombs drop w james f ponder

▶️ httpstco323nlgec4k
nuclearwar nuclearweapons russiau…"," #nowplaying: 🪖 when the bombs drop w/ james f. ponder

▶️ https://t.co/323nlgec4k
#nuclearwar #nuclearweapons #russiau…","['', 'nowplaying', 'when', 'the', 'bombs', 'drop', 'w', 'james', 'f', 'ponder', 'httpstco323nlgec4k', 'nuclearwar', 'nuclearweapons', 'russiau', '']","['', 'nowplaying', 'bombs', 'drop', 'w', 'james', 'f', 'ponder', 'httpstco323nlgec4k', 'nuclearwar', 'nuclearweapons', 'russiau', '']","['', 'nowplay', 'bomb', 'drop', 'w', 'jame', 'f', 'ponder', 'httpstco323nlgec4k', 'nuclearwar', 'nuclearweapon', 'russiau', '']",0.0,0.0,,,,,
russian ops in ukraine: west changes tune as russian gains continue https://t.co/9g5ba8tzzs via @youtube #ukraine… https://t.co/06cokymttm,russian ops in ukraine west changes tune as russian gains continue httpstcog5ba8tzzs via youtube ukraine… httpstco6cokymttm,russian ops in ukraine: west changes tune as russian gains continue https://t.co/9g5ba8tzzs via  youtube #ukraine… https://t.co/06cokymttm,"['russian', 'ops', 'in', 'ukraine', 'west', 'changes', 'tune', 'as', 'russian', 'gains', 'continue', 'httpstcog5ba8tzzs', 'via', 'youtube', 'ukraine', 'httpstco6cokymttm']","['russian', 'ops', 'ukraine', 'west', 'changes', 'tune', 'russian', 'gains', 'continue', 'httpstcog5ba8tzzs', 'via', 'youtube', 'ukraine', 'httpstco6cokymttm']","['russian', 'op', 'ukrain', 'west', 'chang', 'tune', 'russian', 'gain', 'continu', 'httpstcog5ba8tzz', 'via', 'youtub', 'ukrain', 'httpstco6cokymttm']",0.0,0.0,,,,,
